# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
diabetic_skin_adj vs. Unknown3	diabetic_skin_contra vs. control_skin_left	-4.78141561148	1.87184724751e-06	0.00255132779835	N/A	N/A
diabetic_skin_adj vs. Unknown3	wound_deb vs. control_skin_left	-8.67329588855	1.19723069659e-17	1.63182543945e-14	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. Positive_4	-28.5602223998	4.04098123741e-48	5.50785742659e-45	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. Positive_3	-27.5595745653	8.10442654212e-47	1.10463333769e-43	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. control_skin_right	0.799912842257	0.423862897007	1	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. wound_swab	-3.13925362573	0.00171894094527	1	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. diabetic_skin_contra	0.782070020354	0.434259223798	1	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. wound_deb	-3.68597289639	0.000236019830826	0.321695029416	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_adj vs. control_skin_left	0.182951912506	0.854853326689	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. Unknown	-2.58597953535	[ 0.01286974]	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. Positive_4	7.3819005683	[  2.15967910e-09]	[  2.94364262e-06]	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. Positive_3	7.11368119342	[  5.49661827e-09]	[  7.49189070e-06]	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. control_skin_right	4.54587635397	1.82091210672e-05	0.0248190320146	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. wound_swab	-2.39828024611	0.0186347106553	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. diabetic_skin_contra	3.40571064354	0.00098784421374	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. wound_deb	-2.72672526332	0.00793846750641	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown3 vs. control_skin_left	3.93016966687	0.000167502603675	0.22830604881	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. Positive_4	5.42173919318	[  1.99530819e-06]	[ 0.00271961]	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. Positive_3	5.15465251889	[  4.97729986e-06]	[ 0.00678406]	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. control_skin_right	3.2883206043	0.00147320544607	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. wound_swab	-4.57093877694	1.61448940614e-05	0.0220054906057	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. diabetic_skin_contra	1.2184606388	0.226233360123	1	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. wound_deb	-4.60622493346	1.61881892533e-05	0.0220645019523	N/A	N/A
diabetic_skin_adj vs. Unknown	Unknown vs. control_skin_left	3.83167991108	0.000236759146389	0.322702716528	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_4 vs. Positive_3	-6.38176367138	[  7.09867768e-08]	[  9.67549768e-05]	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_4 vs. control_skin_right	-36.8212202771	1.32513177824e-53	1.80615461375e-50	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_4 vs. wound_swab	-8.7920630463	1.30462316492e-13	1.77820137378e-10	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_4 vs. diabetic_skin_contra	-26.5041374544	2.72828672876e-44	3.7186548113e-41	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_4 vs. wound_deb	-9.03858305082	1.12618449088e-13	1.53498946108e-10	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_4 vs. control_skin_left	-36.1118979751	6.0409742204e-55	8.2338478624e-52	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_3 vs. control_skin_right	-35.5292659907	2.22610120159e-52	3.03417593777e-49	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_3 vs. wound_swab	-8.40875685525	7.85304049213e-13	1.07036941908e-09	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_3 vs. diabetic_skin_contra	-25.5443106751	5.13195375452e-43	6.99485296741e-40	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_3 vs. wound_deb	-8.6744904087	5.61163999003e-13	7.64866530641e-10	N/A	N/A
diabetic_skin_adj vs. Unknown	Positive_3 vs. control_skin_left	-34.8338308897	1.21014884926e-53	1.64943288154e-50	N/A	N/A
diabetic_skin_adj vs. Unknown	control_skin_right vs. wound_swab	-4.52233661311	6.57641852036e-06	0.00896365844326	N/A	N/A
diabetic_skin_adj vs. Unknown	control_skin_right vs. diabetic_skin_contra	-0.035420989146	0.971748163182	1	N/A	N/A
diabetic_skin_adj vs. Unknown	control_skin_right vs. wound_deb	-4.93091405928	9.34812724152e-07	0.00127414974302	N/A	N/A
diabetic_skin_adj vs. Unknown	control_skin_right vs. control_skin_left	1.05728077812	0.29053546595	1	N/A	N/A
diabetic_skin_adj vs. Unknown	wound_swab vs. diabetic_skin_contra	-4.2738054277	2.02180915856e-05	0.0275572588312	N/A	N/A
diabetic_skin_adj vs. Unknown	wound_swab vs. wound_deb	-5.38652871997	8.57991390848e-08	0.000116944226573	N/A	N/A
diabetic_skin_adj vs. Unknown	wound_swab vs. control_skin_left	-4.92169200153	9.37869748582e-07	0.00127831646732	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_contra vs. wound_deb	-4.73644594381	2.40162515471e-06	0.00327341508586	N/A	N/A
diabetic_skin_adj vs. Unknown	diabetic_skin_contra vs. control_skin_left	-0.31409541181	0.753482380384	1	N/A	N/A
diabetic_skin_adj vs. Unknown	wound_deb vs. control_skin_left	-5.32341511251	1.19331901677e-07	0.000162649381985	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_adj vs. Positive_3	0.83720729639	0.404599560058	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_adj vs. control_skin_right	15.5934412827	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_adj vs. wound_swab	7.31491449974	3.73256980879e-13	5.08749264938e-10	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_adj vs. diabetic_skin_contra	13.9128259224	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_adj vs. wound_deb	6.59307514744	5.96904747852e-11	8.13581171322e-08	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_adj vs. control_skin_left	14.8300764602	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. Unknown	-6.56887449759	[  3.68958719e-08]	[  5.02890734e-05]	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. Positive_4	-0.0446414327745	[ 0.96458225]	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. Positive_3	-0.220197889722	[ 0.82667072]	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. control_skin_right	20.5507231874	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. wound_swab	8.64379003085	2.61346499997e-13	3.56215279496e-10	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. diabetic_skin_contra	19.7361743766	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. wound_deb	7.53265167904	8.59474713621e-11	1.17146403467e-07	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown3 vs. control_skin_left	19.911183455	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. Positive_4	-1.32761730357	[ 0.19071706]	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. Positive_3	-1.50243237893	[ 0.13967513]	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. control_skin_right	26.6600087692	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. wound_swab	11.1757919119	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. diabetic_skin_contra	24.1164172088	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. wound_deb	9.73726470907	5.10702591328e-15	6.96087631979e-12	N/A	N/A
diabetic_skin_adj vs. Positive_4	Unknown vs. control_skin_left	27.7659729054	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_4 vs. Positive_3	-9.0533125235	[  7.16917141e-12]	[  9.77158063e-09]	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_4 vs. control_skin_right	-0.407661108022	0.684559620087	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_4 vs. wound_swab	2.62618993776	0.0102204621707	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_4 vs. diabetic_skin_contra	0.742885957888	0.459485436817	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_4 vs. wound_deb	2.91862779079	0.00462266081858	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_4 vs. control_skin_left	-0.217408449069	0.82838769256	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_3 vs. control_skin_right	0.55088953526	0.583171653751	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_3 vs. wound_swab	3.00237256819	0.00350655862595	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_3 vs. diabetic_skin_contra	1.55868861126	0.122579758884	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_3 vs. wound_deb	3.31265347699	0.00141677872482	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	Positive_3 vs. control_skin_left	0.761500210322	0.448371485342	1	N/A	N/A
diabetic_skin_adj vs. Positive_4	control_skin_right vs. wound_swab	7.18857562028	1.0098588632e-12	1.37643763054e-09	N/A	N/A
diabetic_skin_adj vs. Positive_4	control_skin_right vs. diabetic_skin_contra	15.4817695803	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	control_skin_right vs. wound_deb	6.45121785728	1.61253455033e-10	2.1978845921e-07	N/A	N/A
diabetic_skin_adj vs. Positive_4	control_skin_right vs. control_skin_left	17.7255642094	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	wound_swab vs. diabetic_skin_contra	7.0335224289	2.84661183514e-12	3.87993193129e-09	N/A	N/A
diabetic_skin_adj vs. Positive_4	wound_swab vs. wound_deb	4.71364750362	2.70686427406e-06	0.00368945600554	N/A	N/A
diabetic_skin_adj vs. Positive_4	wound_swab vs. control_skin_left	7.10361237057	1.75548464654e-12	2.39272557323e-09	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_contra vs. wound_deb	6.36731819517	2.62133204032e-10	3.57287557096e-07	N/A	N/A
diabetic_skin_adj vs. Positive_4	diabetic_skin_contra vs. control_skin_left	15.1845739376	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_4	wound_deb vs. control_skin_left	6.3594029676	2.77467826493e-10	3.7818864751e-07	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_adj vs. control_skin_right	15.0801001101	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_adj vs. wound_swab	6.95226755049	4.87321294429e-12	6.64218924307e-09	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_adj vs. diabetic_skin_contra	13.4572025185	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_adj vs. wound_deb	6.23653954109	5.81891423934e-10	7.93118010822e-07	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_adj vs. control_skin_left	14.3218522069	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. Unknown	-6.3964607055	[  6.74310857e-08]	[  9.19085698e-05]	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. Positive_4	0.124479838046	[ 0.90146624]	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. Positive_3	-0.050988022531	[ 0.95955115]	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. control_skin_right	19.9786985625	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. wound_swab	8.26316480824	1.5507595208e-12	2.11368522685e-09	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. diabetic_skin_contra	19.1580286341	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. wound_deb	7.18010699171	4.01336741618e-10	5.47021978825e-07	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown3 vs. control_skin_left	19.3439417374	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. Positive_4	-1.15784856579	[ 0.25277596]	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. Positive_3	-1.33257541893	[ 0.18909596]	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. control_skin_right	25.8182224797	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. wound_swab	10.6396694009	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. diabetic_skin_contra	23.3095454487	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. wound_deb	9.25117677087	4.41868763801e-14	6.02267125061e-11	N/A	N/A
diabetic_skin_adj vs. Positive_3	Unknown vs. control_skin_left	26.9033075951	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_4 vs. Positive_3	-8.87964493422	[  1.28196040e-11]	[  1.74731203e-08]	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_4 vs. control_skin_right	-1.34064983734	0.183648642452	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_4 vs. wound_swab	2.24116590539	0.0275908359475	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_4 vs. diabetic_skin_contra	-0.0595830353356	0.952619833898	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_4 vs. wound_deb	2.52026998238	0.0138236829046	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_4 vs. control_skin_left	-1.1693092744	0.245401201877	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_3 vs. control_skin_right	-0.382483337138	0.703068948399	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_3 vs. wound_swab	2.61709285898	0.0104757776543	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_3 vs. diabetic_skin_contra	0.755884653567	0.451692248972	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_3 vs. wound_deb	2.91267641336	0.0047025098792	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	Positive_3 vs. control_skin_left	-0.190752905452	0.84915364427	1	N/A	N/A
diabetic_skin_adj vs. Positive_3	control_skin_right vs. wound_swab	6.78241299148	1.6699086558e-11	2.27608549785e-08	N/A	N/A
diabetic_skin_adj vs. Positive_3	control_skin_right vs. diabetic_skin_contra	14.9433542597	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	control_skin_right vs. wound_deb	6.05652183838	1.86444815142e-09	2.54124283039e-06	N/A	N/A
diabetic_skin_adj vs. Positive_3	control_skin_right vs. control_skin_left	17.1471216676	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	wound_swab vs. diabetic_skin_contra	6.6413258405	4.10071976376e-11	5.589281038e-08	N/A	N/A
diabetic_skin_adj vs. Positive_3	wound_swab vs. wound_deb	4.36339472516	1.38647716752e-05	0.0188976837933	N/A	N/A
diabetic_skin_adj vs. Positive_3	wound_swab vs. control_skin_left	6.68654510497	3.05580005744e-11	4.16505547829e-08	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_contra vs. wound_deb	5.98223560644	2.8068147806e-09	3.82568854596e-06	N/A	N/A
diabetic_skin_adj vs. Positive_3	diabetic_skin_contra vs. control_skin_left	14.646821121	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. Positive_3	wound_deb vs. control_skin_left	5.95427685017	3.33435368205e-09	4.54472406863e-06	N/A	N/A
diabetic_skin_adj vs. control_skin_right	diabetic_skin_adj vs. wound_swab	-18.8272775103	1.27280241691e-75	1.73482969425e-72	N/A	N/A
diabetic_skin_adj vs. control_skin_right	diabetic_skin_adj vs. diabetic_skin_contra	0.344700898196	0.730337668835	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	diabetic_skin_adj vs. wound_deb	-20.6251769763	6.09697937247e-89	8.31018288468e-86	N/A	N/A
diabetic_skin_adj vs. control_skin_right	diabetic_skin_adj vs. control_skin_left	-2.75096579374	0.00596951874382	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. Unknown	-0.627434748276	[ 0.53045287]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. Positive_4	2.23656491437	[ 0.02543531]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. Positive_3	2.15949936069	[ 0.03094149]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. control_skin_right	2.60982387429	0.0091315615337	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. wound_swab	-3.52757710531	0.000429546501277	0.585471881241	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. diabetic_skin_contra	1.91117707489	0.0561348949882	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. wound_deb	-3.60070649518	0.000325710345294	0.443943200635	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown3 vs. control_skin_left	2.35863463357	0.0184449522379	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. Positive_4	1.67336577285	[ 0.09442687]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. Positive_3	1.59662566993	[ 0.11052249]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. control_skin_right	0.732817243124	0.463762241784	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. wound_swab	-4.4206803916	1.04062477645e-05	0.014183715703	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. diabetic_skin_contra	-0.132876370889	0.894305481424	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. wound_deb	-4.16035846224	3.32290884976e-05	0.0452912476222	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Unknown vs. control_skin_left	1.02363624292	0.306139874155	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_4 vs. Positive_3	-1.71805024244	[ 0.08595726]	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_4 vs. control_skin_right	-14.0986957479	5.80387185994e-43	7.9106773451e-40	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_4 vs. wound_swab	-10.8836299488	8.67206039977e-27	1.18200183249e-23	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_4 vs. diabetic_skin_contra	-14.4748040495	4.40028057855e-45	5.99758242856e-42	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_4 vs. wound_deb	-9.27435871027	4.81567776805e-20	6.56376879786e-17	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_4 vs. control_skin_left	-14.892096717	1.77203514533e-47	2.41528390308e-44	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_3 vs. control_skin_right	-13.6289066966	2.19036053147e-40	2.9854614044e-37	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_3 vs. wound_swab	-10.4344207837	8.22039410607e-25	1.12043971666e-21	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_3 vs. diabetic_skin_contra	-13.9753645624	2.75824069527e-42	3.75948206766e-39	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_3 vs. wound_deb	-8.8902690666	1.41318274296e-18	1.92616807865e-15	N/A	N/A
diabetic_skin_adj vs. control_skin_right	Positive_3 vs. control_skin_left	-14.3919525163	1.30034215549e-44	1.77236635793e-41	N/A	N/A
diabetic_skin_adj vs. control_skin_right	control_skin_right vs. wound_swab	-24.045081323	5.72554015813e-118	7.80391123553e-115	N/A	N/A
diabetic_skin_adj vs. control_skin_right	control_skin_right vs. diabetic_skin_contra	-3.63952339233	0.000277096780235	0.37768291146	N/A	N/A
diabetic_skin_adj vs. control_skin_right	control_skin_right vs. wound_deb	-24.5420455233	3.1110380873e-121	4.24034491298e-118	N/A	N/A
diabetic_skin_adj vs. control_skin_right	control_skin_right vs. control_skin_left	0.616965283529	0.53729826628	1	N/A	N/A
diabetic_skin_adj vs. control_skin_right	wound_swab vs. diabetic_skin_contra	-23.7976814321	2.42322746591e-116	3.30285903604e-113	N/A	N/A
diabetic_skin_adj vs. control_skin_right	wound_swab vs. wound_deb	-28.0221999652	8.43737188607e-154	1.15001378807e-150	N/A	N/A
diabetic_skin_adj vs. control_skin_right	wound_swab vs. control_skin_left	-26.3744983322	4.03844844338e-140	5.50440522832e-137	N/A	N/A
diabetic_skin_adj vs. control_skin_right	diabetic_skin_contra vs. wound_deb	-24.7063664544	2.61447824384e-123	3.56353384635e-120	N/A	N/A
diabetic_skin_adj vs. control_skin_right	diabetic_skin_contra vs. control_skin_left	-4.95713887764	7.47355066504e-07	0.00101864495565	N/A	N/A
diabetic_skin_adj vs. control_skin_right	wound_deb vs. control_skin_left	-26.8029870509	1.44523030086e-142	1.96984890007e-139	N/A	N/A
diabetic_skin_adj vs. wound_swab	diabetic_skin_adj vs. diabetic_skin_contra	19.1723541742	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_swab	diabetic_skin_adj vs. wound_deb	-2.50615523127	0.0122521317493	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	diabetic_skin_adj vs. control_skin_left	17.2549366845	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. Unknown	-0.977581898585	[ 0.32840437]	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. Positive_4	1.04319186941	[ 0.29699083]	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. Positive_3	0.988816147469	[ 0.32287776]	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. control_skin_right	5.13520188135	3.09832209888e-07	0.000422301302078	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. wound_swab	0.844568973422	0.398454718325	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. diabetic_skin_contra	4.88974527107	1.09180969909e-06	0.00148813661987	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. wound_deb	0.349589386061	0.726684665771	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown3 vs. control_skin_left	5.16608805907	2.63301312531e-07	0.00035887968898	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. Positive_4	0.645811218087	[ 0.51847884]	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. Positive_3	0.591665126885	[ 0.55414455]	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. control_skin_right	3.81244195364	0.000141860420032	0.193355752503	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. wound_swab	0.239631671876	0.810640891424	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. diabetic_skin_contra	3.45005889236	0.000572318383983	0.780069957369	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. wound_deb	-0.0250160429091	0.980044729449	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Unknown vs. control_skin_left	4.22749171497	2.47168428755e-05	0.0336890568393	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_4 vs. Positive_3	-1.74709566995	[ 0.08078071]	1	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_4 vs. control_skin_right	-6.65495464283	3.66822825768e-11	4.99979511522e-08	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_4 vs. wound_swab	-4.38920691435	1.19823380508e-05	0.0163319267632	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_4 vs. diabetic_skin_contra	-6.68211734358	3.05870771659e-11	4.16901861772e-08	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_4 vs. wound_deb	-3.66649827269	0.000252484373504	0.344136201086	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_4 vs. control_skin_left	-7.00676485196	3.34027317315e-12	4.552792335e-09	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_3 vs. control_skin_right	-6.32336707759	3.1623831095e-10	4.31032817824e-07	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_3 vs. wound_swab	-4.06939266688	4.90077182694e-05	0.0667975200011	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_3 vs. diabetic_skin_contra	-6.32926540956	3.04422528146e-10	4.14927905863e-07	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_3 vs. wound_deb	-3.39346277153	0.000703968116712	0.959508543078	N/A	N/A
diabetic_skin_adj vs. wound_swab	Positive_3 vs. control_skin_left	-6.65370141101	3.69652128016e-11	5.03835850486e-08	N/A	N/A
diabetic_skin_adj vs. wound_swab	control_skin_right vs. wound_swab	-3.95654487989	7.7576948433e-05	0.105737380714	N/A	N/A
diabetic_skin_adj vs. wound_swab	control_skin_right vs. diabetic_skin_contra	15.5865287021	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_swab	control_skin_right vs. wound_deb	-5.52861043875	3.49933458338e-08	4.76959303715e-05	N/A	N/A
diabetic_skin_adj vs. wound_swab	control_skin_right vs. control_skin_left	19.2238071457	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_swab	wound_swab vs. diabetic_skin_contra	-3.68405532743	0.00023285617339	0.317382964331	N/A	N/A
diabetic_skin_adj vs. wound_swab	wound_swab vs. wound_deb	-9.43508199855	7.39127722279e-21	1.00743108547e-17	N/A	N/A
diabetic_skin_adj vs. wound_swab	wound_swab vs. control_skin_left	-5.26929309062	1.44904400637e-07	0.000197504698068	N/A	N/A
diabetic_skin_adj vs. wound_swab	diabetic_skin_contra vs. wound_deb	-5.45911079437	5.14596726985e-08	7.01395338881e-05	N/A	N/A
diabetic_skin_adj vs. wound_swab	diabetic_skin_contra vs. control_skin_left	15.2915202365	0.0	0.0	N/A	N/A
diabetic_skin_adj vs. wound_swab	wound_deb vs. control_skin_left	-6.79262028103	1.30703051943e-11	1.78148259798e-08	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	diabetic_skin_adj vs. wound_deb	-20.7136803185	4.51908856415e-90	6.15951771294e-87	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	diabetic_skin_adj vs. control_skin_left	-3.03673011562	0.00240636918654	1	N/A	N/A
diabetic_skin_adj vs. diabetic_skin_contra	Unknown3 vs. Unknown	-0.546013825714	[ 0.58511413]	1	N/A	N/A
